version,area,sheet,no,subno,phase,section,category,subcategory,skill_level,skill_level_rank,vc,ds,de,bz,required_skill,old_division,skill_definition,ai_utilization,ai_utilization_type,ai_category,item_id,item,notes,source_url
6.00,value-creation,価値創造力,15,2,設計 （Design）,,システム・AI設計 （System & Agent Design）,適応的アーキテクチャ設計,★,1,,＊,＊,,,,将来の技術進化・スケール・障害を織り込んだ拡張可能な全体設計力。段階的移行やリカバリーを設計し、レガシーとクラウド/エッジを滑らかに接続する,,,,value-creation-0043,現状のアーキテクチャを整理し、説明できる,No: 15 | SubNo: 2 | フェーズ: 設計 （Design） | スキルカテゴリ: システム・AI設計 （System & Agent Design） | サブカテゴリ: 適応的アーキテクチャ設計 | DS: ＊ | DE: ＊,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,value-creation,価値創造力,15,2,設計 （Design）,,システム・AI設計 （System & Agent Design）,適応的アーキテクチャ設計,★★,2,,＊,＊,,,,将来の技術進化・スケール・障害を織り込んだ拡張可能な全体設計力。段階的移行やリカバリーを設計し、レガシーとクラウド/エッジを滑らかに接続する,,,,value-creation-0044,拡張・移行・復旧を含む全体設計ができる,No: 15 | SubNo: 2 | フェーズ: 設計 （Design） | スキルカテゴリ: システム・AI設計 （System & Agent Design） | サブカテゴリ: 適応的アーキテクチャ設計 | DS: ＊ | DE: ＊,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,value-creation,価値創造力,15,2,設計 （Design）,,システム・AI設計 （System & Agent Design）,適応的アーキテクチャ設計,★★★,3,,＊,＊,,,,将来の技術進化・スケール・障害を織り込んだ拡張可能な全体設計力。段階的移行やリカバリーを設計し、レガシーとクラウド/エッジを滑らかに接続する,,,,value-creation-0045,事業の成長段階に合わせた適応型アーキテクチャを描ける,No: 15 | SubNo: 2 | フェーズ: 設計 （Design） | スキルカテゴリ: システム・AI設計 （System & Agent Design） | サブカテゴリ: 適応的アーキテクチャ設計 | DS: ＊ | DE: ＊,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,value-creation,価値創造力,16,3,設計 （Design）,,システム・AI設計 （System & Agent Design）,価値文脈統合,★,1,,＊,,,◯,,AI・データを“価値の文脈”から設計に統合し、目的→指標→データ→モデル→運用を一本化する力。人とAI・データの関係を直感的かつ倫理的に設計する,,,,value-creation-0046,目的に応じた指標を設計できる,No: 16 | SubNo: 3 | フェーズ: 設計 （Design） | スキルカテゴリ: システム・AI設計 （System & Agent Design） | サブカテゴリ: 価値文脈統合 | ★ 必須: ◯ | ★★★ 必須: ◯ | DS: ＊,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,value-creation,価値創造力,16,3,設計 （Design）,,システム・AI設計 （System & Agent Design）,価値文脈統合,★★,2,,＊,,,,,AI・データを“価値の文脈”から設計に統合し、目的→指標→データ→モデル→運用を一本化する力。人とAI・データの関係を直感的かつ倫理的に設計する,,,,value-creation-0047,指標・データ・モデル・運用を一貫設計できる,No: 16 | SubNo: 3 | フェーズ: 設計 （Design） | スキルカテゴリ: システム・AI設計 （System & Agent Design） | サブカテゴリ: 価値文脈統合 | ★ 必須: ◯ | ★★★ 必須: ◯ | DS: ＊,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,value-creation,価値創造力,16,3,設計 （Design）,,システム・AI設計 （System & Agent Design）,価値文脈統合,★★★,3,,＊,,,◯,,AI・データを“価値の文脈”から設計に統合し、目的→指標→データ→モデル→運用を一本化する力。人とAI・データの関係を直感的かつ倫理的に設計する,,,,value-creation-0048,価値文脈を軸に人・AI・データの関係を制度化できる,No: 16 | SubNo: 3 | フェーズ: 設計 （Design） | スキルカテゴリ: システム・AI設計 （System & Agent Design） | サブカテゴリ: 価値文脈統合 | ★ 必須: ◯ | ★★★ 必須: ◯ | DS: ＊,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,value-creation,価値創造力,17,1,設計 （Design）,,ガバナンス・倫理設計 （Governance Design）,倫理・リスク設計,★,1,,＊,＊,,◯,,AI倫理・品質・セキュリティ・プライバシーの多層防御を設計する力。人間の介在が難しい場面を想定し、異常時対応・監査証跡・説明責任を仕組みに埋め込む,,,,value-creation-0049,主要リスクを列挙できる,No: 17 | SubNo: 1 | フェーズ: 設計 （Design） | スキルカテゴリ: ガバナンス・倫理設計 （Governance Design） | サブカテゴリ: 倫理・リスク設計 | ★ 必須: ◯ | ★★ 必須: ◯ | DS: ＊ | DE: ＊,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,value-creation,価値創造力,17,1,設計 （Design）,,ガバナンス・倫理設計 （Governance Design）,倫理・リスク設計,★★,2,,＊,＊,,◯,,AI倫理・品質・セキュリティ・プライバシーの多層防御を設計する力。人間の介在が難しい場面を想定し、異常時対応・監査証跡・説明責任を仕組みに埋め込む,,,,value-creation-0050,多層防御と運用手順を設計できる,No: 17 | SubNo: 1 | フェーズ: 設計 （Design） | スキルカテゴリ: ガバナンス・倫理設計 （Governance Design） | サブカテゴリ: 倫理・リスク設計 | ★ 必須: ◯ | ★★ 必須: ◯ | DS: ＊ | DE: ＊,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,value-creation,価値創造力,17,1,設計 （Design）,,ガバナンス・倫理設計 （Governance Design）,倫理・リスク設計,★★★,3,,＊,＊,,,,AI倫理・品質・セキュリティ・プライバシーの多層防御を設計する力。人間の介在が難しい場面を想定し、異常時対応・監査証跡・説明責任を仕組みに埋め込む,,,,value-creation-0051,監査・説明・回復まで含む統合リスク設計を主導できる,No: 17 | SubNo: 1 | フェーズ: 設計 （Design） | スキルカテゴリ: ガバナンス・倫理設計 （Governance Design） | サブカテゴリ: 倫理・リスク設計 | ★ 必須: ◯ | ★★ 必須: ◯ | DS: ＊ | DE: ＊,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,value-creation,価値創造力,18,2,設計 （Design）,,ガバナンス・倫理設計 （Governance Design）,適応的ガバナンス構築,★,1,,,,,◯,,技術進化と規制のズレを前提に、ガイドライン・標準プロセス・体制を継続的に更新する力。専門組織による集約的アプローチや、地域差・業界差に応じたローカライズも設計・運用する,,,,value-creation-0052,既存の規程を自身の業務・タスクに適用できる,No: 18 | SubNo: 2 | フェーズ: 設計 （Design） | スキルカテゴリ: ガバナンス・倫理設計 （Governance Design） | サブカテゴリ: 適応的ガバナンス構築 | ★ 必須: ◯,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,value-creation,価値創造力,18,2,設計 （Design）,,ガバナンス・倫理設計 （Governance Design）,適応的ガバナンス構築,★★,2,,,,,,,技術進化と規制のズレを前提に、ガイドライン・標準プロセス・体制を継続的に更新する力。専門組織による集約的アプローチや、地域差・業界差に応じたローカライズも設計・運用する,,,,value-creation-0053,運用と整合する実践的ガイドラインを設計できる,No: 18 | SubNo: 2 | フェーズ: 設計 （Design） | スキルカテゴリ: ガバナンス・倫理設計 （Governance Design） | サブカテゴリ: 適応的ガバナンス構築 | ★ 必須: ◯,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,value-creation,価値創造力,18,2,設計 （Design）,,ガバナンス・倫理設計 （Governance Design）,適応的ガバナンス構築,★★★,3,,,,,,,技術進化と規制のズレを前提に、ガイドライン・標準プロセス・体制を継続的に更新する力。専門組織による集約的アプローチや、地域差・業界差に応じたローカライズも設計・運用する,,,,value-creation-0054,業界横断の新基準や地域別運用モデルを設計し、主導できる,No: 18 | SubNo: 2 | フェーズ: 設計 （Design） | スキルカテゴリ: ガバナンス・倫理設計 （Governance Design） | サブカテゴリ: 適応的ガバナンス構築 | ★ 必須: ◯,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,value-creation,価値創造力,19,3,設計 （Design）,,ガバナンス・倫理設計 （Governance Design）,社会的信頼のおけるアーキテクチャ設計,★,1,,＊,＊,,,,環境負荷・倫理・安全を三位一体で設計し、社会からの信頼を得る基盤を構築する力。評価指標とKPIを整え、事業判断に接続する,,,,value-creation-0055,基本的な評価観点を示せる,No: 19 | SubNo: 3 | フェーズ: 設計 （Design） | スキルカテゴリ: ガバナンス・倫理設計 （Governance Design） | サブカテゴリ: 社会的信頼のおけるアーキテクチャ設計 | DS: ＊ | DE: ＊,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,value-creation,価値創造力,19,3,設計 （Design）,,ガバナンス・倫理設計 （Governance Design）,社会的信頼のおけるアーキテクチャ設計,★★,2,,＊,＊,,,,環境負荷・倫理・安全を三位一体で設計し、社会からの信頼を得る基盤を構築する力。評価指標とKPIを整え、事業判断に接続する,,,,value-creation-0056,信頼を得るための指標系と運用ルールを設計できる,No: 19 | SubNo: 3 | フェーズ: 設計 （Design） | スキルカテゴリ: ガバナンス・倫理設計 （Governance Design） | サブカテゴリ: 社会的信頼のおけるアーキテクチャ設計 | DS: ＊ | DE: ＊,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,value-creation,価値創造力,19,3,設計 （Design）,,ガバナンス・倫理設計 （Governance Design）,社会的信頼のおけるアーキテクチャ設計,★★★,3,,＊,＊,,,,環境負荷・倫理・安全を三位一体で設計し、社会からの信頼を得る基盤を構築する力。評価指標とKPIを整え、事業判断に接続する,,,,value-creation-0057,社会からの信頼を得るアーキテクチャを組織横断で制度化できる,No: 19 | SubNo: 3 | フェーズ: 設計 （Design） | スキルカテゴリ: ガバナンス・倫理設計 （Governance Design） | サブカテゴリ: 社会的信頼のおけるアーキテクチャ設計 | DS: ＊ | DE: ＊,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,value-creation,価値創造力,20,1,設計 （Design）,,組織・人・PJ設計 （Change Readiness Design）,変革文化設計,★,1,,,,,,,組織や業務の劇的な移行による「相転移」や「ゆらぎ」を意図的に生み、実験と越境が常態化する文化を設計する力。KPIや人事制度・予算プロセスを変革の行動様式に合わせて再設計する,,,,value-creation-0058,実験の場を企画できる,No: 20 | SubNo: 1 | フェーズ: 設計 （Design） | スキルカテゴリ: 組織・人・PJ設計 （Change Readiness Design） | サブカテゴリ: 変革文化設計 | ★★★ 必須: ◯,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,value-creation,価値創造力,20,1,設計 （Design）,,組織・人・PJ設計 （Change Readiness Design）,変革文化設計,★★,2,,,,,,,組織や業務の劇的な移行による「相転移」や「ゆらぎ」を意図的に生み、実験と越境が常態化する文化を設計する力。KPIや人事制度・予算プロセスを変革の行動様式に合わせて再設計する,,,,value-creation-0059,制度・評価と接続した変革文化を設計できる,No: 20 | SubNo: 1 | フェーズ: 設計 （Design） | スキルカテゴリ: 組織・人・PJ設計 （Change Readiness Design） | サブカテゴリ: 変革文化設計 | ★★★ 必須: ◯,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,value-creation,価値創造力,20,1,設計 （Design）,,組織・人・PJ設計 （Change Readiness Design）,変革文化設計,★★★,3,,,,,◯,,組織や業務の劇的な移行による「相転移」や「ゆらぎ」を意図的に生み、実験と越境が常態化する文化を設計する力。KPIや人事制度・予算プロセスを変革の行動様式に合わせて再設計する,,,,value-creation-0060,事業・人事・財務を横断し、組織文化の変革への仕掛けを設計できる,No: 20 | SubNo: 1 | フェーズ: 設計 （Design） | スキルカテゴリ: 組織・人・PJ設計 （Change Readiness Design） | サブカテゴリ: 変革文化設計 | ★★★ 必須: ◯,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,value-creation,価値創造力,21,2,設計 （Design）,,組織・人・PJ設計 （Change Readiness Design）,協働基盤設計,★,1,,,,,◯,,多様な才能が創造的に協働できる制度・役割・プロセスを設計する力。合意形成・対立解消・資源配分を運営ルールとして実装する,,,,value-creation-0061,多様な背景を持つ人々と協働する意義を理解し、関係者を特定できる,No: 21 | SubNo: 2 | フェーズ: 設計 （Design） | スキルカテゴリ: 組織・人・PJ設計 （Change Readiness Design） | サブカテゴリ: 協働基盤設計 | ★ 必須: ◯ | ★★★ 必須: ◯,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,value-creation,価値創造力,21,2,設計 （Design）,,組織・人・PJ設計 （Change Readiness Design）,協働基盤設計,★★,2,,,,,,,多様な才能が創造的に協働できる制度・役割・プロセスを設計する力。合意形成・対立解消・資源配分を運営ルールとして実装する,,,,value-creation-0062,多様な才能を活かす協働のルールと運営プロセスを設計できる,No: 21 | SubNo: 2 | フェーズ: 設計 （Design） | スキルカテゴリ: 組織・人・PJ設計 （Change Readiness Design） | サブカテゴリ: 協働基盤設計 | ★ 必須: ◯ | ★★★ 必須: ◯,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,value-creation,価値創造力,21,2,設計 （Design）,,組織・人・PJ設計 （Change Readiness Design）,協働基盤設計,★★★,3,,,,,◯,,多様な才能が創造的に協働できる制度・役割・プロセスを設計する力。合意形成・対立解消・資源配分を運営ルールとして実装する,,,,value-creation-0063,大規模組織・外部連携を含む協働基盤を組織横断で主導できる,No: 21 | SubNo: 2 | フェーズ: 設計 （Design） | スキルカテゴリ: 組織・人・PJ設計 （Change Readiness Design） | サブカテゴリ: 協働基盤設計 | ★ 必須: ◯ | ★★★ 必須: ◯,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,value-creation,価値創造力,22,3,設計 （Design）,,組織・人・PJ設計 （Change Readiness Design）,越境推進,★,1,,,,,,,レガシー秩序に揺さぶりをかけ、既存モデルの慣性を超える越境・実験を設計する力。資金・人材・データ・計算資源の獲得までを含め、AI転換を推進する,,,,value-creation-0064,既存の枠を超えた協働の必要性を理解し、小規模な連携を企画できる,No: 22 | SubNo: 3 | フェーズ: 設計 （Design） | スキルカテゴリ: 組織・人・PJ設計 （Change Readiness Design） | サブカテゴリ: 越境推進 | ★★★ 必須: ◯,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,value-creation,価値創造力,22,3,設計 （Design）,,組織・人・PJ設計 （Change Readiness Design）,越境推進,★★,2,,,,,,,レガシー秩序に揺さぶりをかけ、既存モデルの慣性を超える越境・実験を設計する力。資金・人材・データ・計算資源の獲得までを含め、AI転換を推進する,,,,value-creation-0065,部門横断・組織外連携を含むプロジェクトを、資源確保と調整を含めて設計できる,No: 22 | SubNo: 3 | フェーズ: 設計 （Design） | スキルカテゴリ: 組織・人・PJ設計 （Change Readiness Design） | サブカテゴリ: 越境推進 | ★★★ 必須: ◯,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,value-creation,価値創造力,22,3,設計 （Design）,,組織・人・PJ設計 （Change Readiness Design）,越境推進,★★★,3,,,,,◯,,レガシー秩序に揺さぶりをかけ、既存モデルの慣性を超える越境・実験を設計する力。資金・人材・データ・計算資源の獲得までを含め、AI転換を推進する,,,,value-creation-0066,全社規模の組織変革とAI×データ変革を、経営レベルで主導できる,No: 22 | SubNo: 3 | フェーズ: 設計 （Design） | スキルカテゴリ: 組織・人・PJ設計 （Change Readiness Design） | サブカテゴリ: 越境推進 | ★★★ 必須: ◯,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,value-creation,価値創造力,23,1,構築・運用 （Build & Operate）,,データ整備 （Data Readiness）,データ基盤設計,★,1,,＊,＊,,,,業界特性や契約条件を踏まえたデータ整備・基盤構築を行う力。データの流通経路・保管・アクセス設計を一貫してデザインし、品質と再利用性を両立させる,,,,value-creation-0067,既存データ資産を把握し活用範囲を整理・説明できる,No: 23 | SubNo: 1 | フェーズ: 構築・運用 （Build & Operate） | スキルカテゴリ: データ整備 （Data Readiness） | サブカテゴリ: データ基盤設計 | DS: ＊ | DE: ＊,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,value-creation,価値創造力,23,1,構築・運用 （Build & Operate）,,データ整備 （Data Readiness）,データ基盤設計,★★,2,,＊,＊,,,,業界特性や契約条件を踏まえたデータ整備・基盤構築を行う力。データの流通経路・保管・アクセス設計を一貫してデザインし、品質と再利用性を両立させる,,,,value-creation-0068,業界特性と契約条件を踏まえたデータ基盤を設計できる,No: 23 | SubNo: 1 | フェーズ: 構築・運用 （Build & Operate） | スキルカテゴリ: データ整備 （Data Readiness） | サブカテゴリ: データ基盤設計 | DS: ＊ | DE: ＊,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,value-creation,価値創造力,23,1,構築・運用 （Build & Operate）,,データ整備 （Data Readiness）,データ基盤設計,★★★,3,,＊,＊,,,,業界特性や契約条件を踏まえたデータ整備・基盤構築を行う力。データの流通経路・保管・アクセス設計を一貫してデザインし、品質と再利用性を両立させる,,,,value-creation-0069,事業横断で持続可能なデータ基盤を設計・運用できる,No: 23 | SubNo: 1 | フェーズ: 構築・運用 （Build & Operate） | スキルカテゴリ: データ整備 （Data Readiness） | サブカテゴリ: データ基盤設計 | DS: ＊ | DE: ＊,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,value-creation,価値創造力,24,2,構築・運用 （Build & Operate）,,データ整備 （Data Readiness）,AI-Ready データ整備,★,1,,＊,＊,,,,ノイズ・欠損・バイアスを考慮しながら、AI活用に適したデータ構造・特徴量・メタデータを設計し、データ品質・倫理性を確保する力。権利処理や透明性も含め、データ活用環境を構築・運用する,,,,value-creation-0070,データの品質課題を特定し、AI活用目的に沿った改善提案ができる,No: 24 | SubNo: 2 | フェーズ: 構築・運用 （Build & Operate） | スキルカテゴリ: データ整備 （Data Readiness） | サブカテゴリ: AI-Ready データ整備 | DS: ＊ | DE: ＊,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,value-creation,価値創造力,24,2,構築・運用 （Build & Operate）,,データ整備 （Data Readiness）,AI-Ready データ整備,★★,2,,＊,＊,,,,ノイズ・欠損・バイアスを考慮しながら、AI活用に適したデータ構造・特徴量・メタデータを設計し、データ品質・倫理性を確保する力。権利処理や透明性も含め、データ活用環境を構築・運用する,,,,value-creation-0071,品質・権利・透明性を考慮し、学習・推論に適したデータを設計できる,No: 24 | SubNo: 2 | フェーズ: 構築・運用 （Build & Operate） | スキルカテゴリ: データ整備 （Data Readiness） | サブカテゴリ: AI-Ready データ整備 | DS: ＊ | DE: ＊,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,value-creation,価値創造力,24,2,構築・運用 （Build & Operate）,,データ整備 （Data Readiness）,AI-Ready データ整備,★★★,3,,＊,＊,,,,ノイズ・欠損・バイアスを考慮しながら、AI活用に適したデータ構造・特徴量・メタデータを設計し、データ品質・倫理性を確保する力。権利処理や透明性も含め、データ活用環境を構築・運用する,,,,value-creation-0072,AI活用に適し、倫理・品質・透明性を包括したデータ基盤と体制を構築し、制度として運用できる,No: 24 | SubNo: 2 | フェーズ: 構築・運用 （Build & Operate） | スキルカテゴリ: データ整備 （Data Readiness） | サブカテゴリ: AI-Ready データ整備 | DS: ＊ | DE: ＊,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,value-creation,価値創造力,25,3,構築・運用 （Build & Operate）,,データ整備 （Data Readiness）,データ流通・調達,★,1,,＊,＊,,◯,,データの調達・共有・利用契約を俯瞰し、持続可能なデータ流通構造を設計する力。パートナーや行政との連携を含めたデータエコシステムを構築する,,,,value-creation-0073,契約内のデータの取り扱いにおける基本的な条件を理解・遵守できる,No: 25 | SubNo: 3 | フェーズ: 構築・運用 （Build & Operate） | スキルカテゴリ: データ整備 （Data Readiness） | サブカテゴリ: データ流通・調達 | ★ 必須: ◯ | DS: ＊ | DE: ＊,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,value-creation,価値創造力,25,3,構築・運用 （Build & Operate）,,データ整備 （Data Readiness）,データ流通・調達,★★,2,,＊,＊,,,,データの調達・共有・利用契約を俯瞰し、持続可能なデータ流通構造を設計する力。パートナーや行政との連携を含めたデータエコシステムを構築する,,,,value-creation-0074,データの調達・共有のための契約・規約と、技術仕様を整合させた設計ができる,No: 25 | SubNo: 3 | フェーズ: 構築・運用 （Build & Operate） | スキルカテゴリ: データ整備 （Data Readiness） | サブカテゴリ: データ流通・調達 | ★ 必須: ◯ | DS: ＊ | DE: ＊,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,value-creation,価値創造力,25,3,構築・運用 （Build & Operate）,,データ整備 （Data Readiness）,データ流通・調達,★★★,3,,＊,＊,,,,データの調達・共有・利用契約を俯瞰し、持続可能なデータ流通構造を設計する力。パートナーや行政との連携を含めたデータエコシステムを構築する,,,,value-creation-0075,データ流通エコシステム全体を構想・設計できる,No: 25 | SubNo: 3 | フェーズ: 構築・運用 （Build & Operate） | スキルカテゴリ: データ整備 （Data Readiness） | サブカテゴリ: データ流通・調達 | ★ 必須: ◯ | DS: ＊ | DE: ＊,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,value-creation,価値創造力,26,1,構築・運用 （Build & Operate）,,開発・評価 （AI Development & Validation）,PoC設計・実装,★,1,,,,,◯,,実現可能性や事業インパクトを検証するためのPoC（概念実証）を設計・実装する力。小規模実験を通じてリスクと価値を見極め、学習と改善につなげる,,,,value-creation-0076,検証目的を定義し、小規模なPoCを自ら実装・検証できる,No: 26 | SubNo: 1 | フェーズ: 構築・運用 （Build & Operate） | スキルカテゴリ: 開発・評価 （AI Development & Validation） | サブカテゴリ: PoC設計・実装 | ★ 必須: ◯ | ★★ 必須: ◯ | ★★★ 必須: ◯,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,value-creation,価値創造力,26,1,構築・運用 （Build & Operate）,,開発・評価 （AI Development & Validation）,PoC設計・実装,★★,2,,,,,◯,,実現可能性や事業インパクトを検証するためのPoC（概念実証）を設計・実装する力。小規模実験を通じてリスクと価値を見極め、学習と改善につなげる,,,,value-creation-0077,事業価値を踏まえたPoCを設計し、チームで実装・評価できる,No: 26 | SubNo: 1 | フェーズ: 構築・運用 （Build & Operate） | スキルカテゴリ: 開発・評価 （AI Development & Validation） | サブカテゴリ: PoC設計・実装 | ★ 必須: ◯ | ★★ 必須: ◯ | ★★★ 必須: ◯,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,value-creation,価値創造力,26,1,構築・運用 （Build & Operate）,,開発・評価 （AI Development & Validation）,PoC設計・実装,★★★,3,,,,,◯,,実現可能性や事業インパクトを検証するためのPoC（概念実証）を設計・実装する力。小規模実験を通じてリスクと価値を見極め、学習と改善につなげる,,,,value-creation-0078,PoC成果を評価し、MVP・事業化への移行を判断・主導できる,No: 26 | SubNo: 1 | フェーズ: 構築・運用 （Build & Operate） | スキルカテゴリ: 開発・評価 （AI Development & Validation） | サブカテゴリ: PoC設計・実装 | ★ 必須: ◯ | ★★ 必須: ◯ | ★★★ 必須: ◯,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,value-creation,価値創造力,27,2,構築・運用 （Build & Operate）,,開発・評価 （AI Development & Validation）,MVP開発,★,1,,＊,＊,,,,最小限の機能・モデル・UXを構築し、MVPで価値と実現性を検証する力。実利用データを通じて事業インパクトを定量化する,,,,value-creation-0079,基本機能を持つ試作を実装できる,No: 27 | SubNo: 2 | フェーズ: 構築・運用 （Build & Operate） | スキルカテゴリ: 開発・評価 （AI Development & Validation） | サブカテゴリ: MVP開発 | ★★ 必須: ◯ | DS: ＊ | DE: ＊,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,value-creation,価値創造力,27,2,構築・運用 （Build & Operate）,,開発・評価 （AI Development & Validation）,MVP開発,★★,2,,＊,＊,,◯,,最小限の機能・モデル・UXを構築し、MVPで価値と実現性を検証する力。実利用データを通じて事業インパクトを定量化する,,,,value-creation-0080,MVPを設計・検証し改善ポイントを導出できる,No: 27 | SubNo: 2 | フェーズ: 構築・運用 （Build & Operate） | スキルカテゴリ: 開発・評価 （AI Development & Validation） | サブカテゴリ: MVP開発 | ★★ 必須: ◯ | DS: ＊ | DE: ＊,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,value-creation,価値創造力,27,2,構築・運用 （Build & Operate）,,開発・評価 （AI Development & Validation）,MVP開発,★★★,3,,＊,＊,,,,最小限の機能・モデル・UXを構築し、MVPで価値と実現性を検証する力。実利用データを通じて事業インパクトを定量化する,,,,value-creation-0081,MVP成果を事業化・資金化に接続できる,No: 27 | SubNo: 2 | フェーズ: 構築・運用 （Build & Operate） | スキルカテゴリ: 開発・評価 （AI Development & Validation） | サブカテゴリ: MVP開発 | ★★ 必須: ◯ | DS: ＊ | DE: ＊,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,value-creation,価値創造力,28,3,構築・運用 （Build & Operate）,,開発・評価 （AI Development & Validation）,業務モデル化,★,1,,＊,＊,,,,業務知識や技能を分析・構造化し、AIで代替・補完可能な業務プロセスへ変換する力。人・組織を形式知化し、モデル化する,,,,value-creation-0082,業務手順を整理し構造を説明できる,No: 28 | SubNo: 3 | フェーズ: 構築・運用 （Build & Operate） | スキルカテゴリ: 開発・評価 （AI Development & Validation） | サブカテゴリ: 業務モデル化 | DS: ＊ | DE: ＊,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,value-creation,価値創造力,28,3,構築・運用 （Build & Operate）,,開発・評価 （AI Development & Validation）,業務モデル化,★★,2,,＊,＊,,,,業務知識や技能を分析・構造化し、AIで代替・補完可能な業務プロセスへ変換する力。人・組織を形式知化し、モデル化する,,,,value-creation-0083,AI活用を前提とした業務モデルを設計できる,No: 28 | SubNo: 3 | フェーズ: 構築・運用 （Build & Operate） | スキルカテゴリ: 開発・評価 （AI Development & Validation） | サブカテゴリ: 業務モデル化 | DS: ＊ | DE: ＊,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,value-creation,価値創造力,28,3,構築・運用 （Build & Operate）,,開発・評価 （AI Development & Validation）,業務モデル化,★★★,3,,＊,＊,,,,業務知識や技能を分析・構造化し、AIで代替・補完可能な業務プロセスへ変換する力。人・組織を形式知化し、モデル化する,,,,value-creation-0084,人・AI・組織を含む業務最適化をモデルとして再設計できる,No: 28 | SubNo: 3 | フェーズ: 構築・運用 （Build & Operate） | スキルカテゴリ: 開発・評価 （AI Development & Validation） | サブカテゴリ: 業務モデル化 | DS: ＊ | DE: ＊,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,value-creation,価値創造力,29,1,構築・運用 （Build & Operate）,,継続運用・改善 （MLOps & Monitoring）,運用監視設計,★,1,,,＊,,,,サービスの安定稼働とリスク検知を両立させるモニタリング体制を設計する力。利用状況・ユーザー行動・リスク兆候の分析を用いて異常検知と対応プロセスを構築する,,,,value-creation-0085,主要な運用指標をモニタリングできる,No: 29 | SubNo: 1 | フェーズ: 構築・運用 （Build & Operate） | スキルカテゴリ: 継続運用・改善 （MLOps & Monitoring） | サブカテゴリ: 運用監視設計 | DE: ＊,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
